MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,DEGURBA,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,FOR,FR,I551TOI553,2015,DEG1,59330524,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2015,DEG1,34380641,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2015,DEG1,34380641,A,F,NR,
occ_ni,FOR,FR2,I551TOI553,2015,DEG1,3108994,A,F,NR,
occ_ni,FOR,FR21,I551TOI553,2015,DEG1,538147,A,F,NR,
occ_ni,FOR,FR22,I551TOI553,2015,DEG1,279488,A,F,NR,
occ_ni,FOR,FR23,I551TOI553,2015,DEG1,434206,A,F,NR,
occ_ni,FOR,FR24,I551TOI553,2015,DEG1,837077,A,F,NR,
occ_ni,FOR,FR25,I551TOI553,2015,DEG1,348429,A,F,NR,
occ_ni,FOR,FR26,I551TOI553,2015,DEG1,671648,A,F,NR,
occ_ni,FOR,FR3,I551TOI553,2015,DEG1,1430853,A,F,NR,
occ_ni,FOR,FR30,I551TOI553,2015,DEG1,1430853,A,F,NR,
occ_ni,FOR,FR4,I551TOI553,2015,DEG1,2728341,A,F,NR,
occ_ni,FOR,FR41,I551TOI553,2015,DEG1,428135,A,F,NR,
occ_ni,FOR,FR42,I551TOI553,2015,DEG1,2049905,A,F,NR,
occ_ni,FOR,FR43,I551TOI553,2015,DEG1,250302,A,F,NR,
occ_ni,FOR,FR5,I551TOI553,2015,DEG1,1812682,A,F,NR,
occ_ni,FOR,FR51,I551TOI553,2015,DEG1,658989,A,F,NR,
occ_ni,FOR,FR52,I551TOI553,2015,DEG1,695980,A,F,NR,
occ_ni,FOR,FR53,I551TOI553,2015,DEG1,457712,A,F,NR,
occ_ni,FOR,FR6,I551TOI553,2015,DEG1,2576080,A,F,NR,
occ_ni,FOR,FR61,I551TOI553,2015,DEG1,1515870,A,F,NR,
occ_ni,FOR,FR62,I551TOI553,2015,DEG1,936187,A,F,NR,
occ_ni,FOR,FR63,I551TOI553,2015,DEG1,124023,A,F,NR,
occ_ni,FOR,FR7,I551TOI553,2015,DEG1,2422200,A,F,NR,
occ_ni,FOR,FR71,I551TOI553,2015,DEG1,2233203,A,F,NR,
occ_ni,FOR,FR72,I551TOI553,2015,DEG1,188998,A,F,NR,
occ_ni,FOR,FR8,I551TOI553,2015,DEG1,10820551,A,F,NR,
occ_ni,FOR,FR81,I551TOI553,2015,DEG1,2161508,A,F,NR,
occ_ni,FOR,FR82,I551TOI553,2015,DEG1,8555031,A,F,NR,
occ_ni,FOR,FR83,I551TOI553,2015,DEG1,104012,A,F,NR,
occ_ni,FOR,FRA,I551TOI553,2015,DEG1,50182,A,F,NR,
occ_ni,FOR,FRA1,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,FOR,FRA2,I551TOI553,2015,DEG1,19545,A,F,NR,
occ_ni,FOR,FRA3,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,FOR,FRA4,I551TOI553,2015,DEG1,30637,A,F,NR,
occ_ni,FOR,FRA5,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2015,DEG2,28541121,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2015,DEG2,6754234,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2015,DEG2,6754234,A,F,NR,
occ_ni,FOR,FR2,I551TOI553,2015,DEG2,2958301,A,F,NR,
occ_ni,FOR,FR21,I551TOI553,2015,DEG2,223880,A,F,NR,
occ_ni,FOR,FR22,I551TOI553,2015,DEG2,265467,A,F,NR,
occ_ni,FOR,FR23,I551TOI553,2015,DEG2,215879,A,F,NR,
occ_ni,FOR,FR24,I551TOI553,2015,DEG2,592709,A,F,NR,
occ_ni,FOR,FR25,I551TOI553,2015,DEG2,853673,A,F,NR,
occ_ni,FOR,FR26,I551TOI553,2015,DEG2,806694,A,F,NR,
occ_ni,FOR,FR3,I551TOI553,2015,DEG2,291396,A,F,NR,
occ_ni,FOR,FR30,I551TOI553,2015,DEG2,291396,A,F,NR,
occ_ni,FOR,FR4,I551TOI553,2015,DEG2,1288022,A,F,NR,
occ_ni,FOR,FR41,I551TOI553,2015,DEG2,554386,A,F,NR,
occ_ni,FOR,FR42,I551TOI553,2015,DEG2,594351,A,F,NR,
occ_ni,FOR,FR43,I551TOI553,2015,DEG2,139285,A,F,NR,
occ_ni,FOR,FR5,I551TOI553,2015,DEG2,2154217,A,F,NR,
occ_ni,FOR,FR51,I551TOI553,2015,DEG2,838735,A,F,NR,
occ_ni,FOR,FR52,I551TOI553,2015,DEG2,1053411,A,F,NR,
occ_ni,FOR,FR53,I551TOI553,2015,DEG2,262070,A,F,NR,
occ_ni,FOR,FR6,I551TOI553,2015,DEG2,3038723,A,F,NR,
occ_ni,FOR,FR61,I551TOI553,2015,DEG2,1209644,A,F,NR,
occ_ni,FOR,FR62,I551TOI553,2015,DEG2,1809999,A,F,NR,
occ_ni,FOR,FR63,I551TOI553,2015,DEG2,19080,A,F,NR,
occ_ni,FOR,FR7,I551TOI553,2015,DEG2,3071530,A,F,NR,
occ_ni,FOR,FR71,I551TOI553,2015,DEG2,2898784,A,F,NR,
occ_ni,FOR,FR72,I551TOI553,2015,DEG2,172746,A,F,NR,
occ_ni,FOR,FR8,I551TOI553,2015,DEG2,8744058,A,F,NR,
occ_ni,FOR,FR81,I551TOI553,2015,DEG2,2822578,A,F,NR,
occ_ni,FOR,FR82,I551TOI553,2015,DEG2,5396575,A,F,NR,
occ_ni,FOR,FR83,I551TOI553,2015,DEG2,524905,A,F,NR,
occ_ni,FOR,FRA,I551TOI553,2015,DEG2,240642,A,F,NR,
occ_ni,FOR,FRA1,I551TOI553,2015,DEG2,70509,A,F,NR,
occ_ni,FOR,FRA2,I551TOI553,2015,DEG2,16654,A,F,NR,
occ_ni,FOR,FRA3,I551TOI553,2015,DEG2,58857,A,F,NR,
occ_ni,FOR,FRA4,I551TOI553,2015,DEG2,94622,A,F,NR,
occ_ni,FOR,FRA5,I551TOI553,2015,DEG2,0,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2015,DEG3,42593352,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2015,DEG3,2081365,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2015,DEG3,2081365,A,F,NR,
occ_ni,FOR,FR2,I551TOI553,2015,DEG3,5106991,A,F,NR,
occ_ni,FOR,FR21,I551TOI553,2015,DEG3,489958,A,F,NR,
occ_ni,FOR,FR22,I551TOI553,2015,DEG3,884470,A,F,NR,
occ_ni,FOR,FR23,I551TOI553,2015,DEG3,387191,A,F,NR,
occ_ni,FOR,FR24,I551TOI553,2015,DEG3,930046,A,F,NR,
occ_ni,FOR,FR25,I551TOI553,2015,DEG3,1350460,A,F,NR,
occ_ni,FOR,FR26,I551TOI553,2015,DEG3,1064866,A,F,NR,
occ_ni,FOR,FR3,I551TOI553,2015,DEG3,483098,A,F,NR,
occ_ni,FOR,FR30,I551TOI553,2015,DEG3,483098,A,F,NR,
occ_ni,FOR,FR4,I551TOI553,2015,DEG3,2671663,A,F,NR,
occ_ni,FOR,FR41,I551TOI553,2015,DEG3,952295,A,F,NR,
occ_ni,FOR,FR42,I551TOI553,2015,DEG3,995398,A,F,NR,
occ_ni,FOR,FR43,I551TOI553,2015,DEG3,723969,A,F,NR,
occ_ni,FOR,FR5,I551TOI553,2015,DEG3,5576126,A,F,NR,
occ_ni,FOR,FR51,I551TOI553,2015,DEG3,1784974,A,F,NR,
occ_ni,FOR,FR52,I551TOI553,2015,DEG3,2489573,A,F,NR,
occ_ni,FOR,FR53,I551TOI553,2015,DEG3,1301579,A,F,NR,
occ_ni,FOR,FR6,I551TOI553,2015,DEG3,6737326,A,F,NR,
occ_ni,FOR,FR61,I551TOI553,2015,DEG3,4899174,A,F,NR,
occ_ni,FOR,FR62,I551TOI553,2015,DEG3,1543554,A,F,NR,
occ_ni,FOR,FR63,I551TOI553,2015,DEG3,294598,A,F,NR,
occ_ni,FOR,FR7,I551TOI553,2015,DEG3,9619990,A,F,NR,
occ_ni,FOR,FR71,I551TOI553,2015,DEG3,9117751,A,F,NR,
occ_ni,FOR,FR72,I551TOI553,2015,DEG3,502239,A,F,NR,
occ_ni,FOR,FR8,I551TOI553,2015,DEG3,9928080,A,F,NR,
occ_ni,FOR,FR81,I551TOI553,2015,DEG3,2978757,A,F,NR,
occ_ni,FOR,FR82,I551TOI553,2015,DEG3,4720821,A,F,NR,
occ_ni,FOR,FR83,I551TOI553,2015,DEG3,2228502,A,F,NR,
occ_ni,FOR,FRA,I551TOI553,2015,DEG3,388714,A,F,NR,
occ_ni,FOR,FRA1,I551TOI553,2015,DEG3,93917,A,F,NR,
occ_ni,FOR,FRA2,I551TOI553,2015,DEG3,264714,A,F,NR,
occ_ni,FOR,FRA3,I551TOI553,2015,DEG3,10396,A,F,NR,
occ_ni,FOR,FRA4,I551TOI553,2015,DEG3,19687,A,F,NR,
occ_ni,FOR,FRA5,I551TOI553,2015,DEG3,0,A,F,NR,
occ_ni,FOR,FR,I551,2015,DEG1,48196373,A,F,NR,
occ_ni,FOR,FR,I551,2015,DEG2,16709122,A,F,NR,
occ_ni,FOR,FR,I551,2015,DEG3,9551432,A,F,NR,
occ_ni,FOR,FR,I552,2015,DEG1,6929926,A,F,NR,
occ_ni,FOR,FR,I552,2015,DEG2,4392307,A,F,NR,
occ_ni,FOR,FR,I552,2015,DEG3,8641508,A,F,NR,
occ_ni,FOR,FR,I553,2015,DEG1,4204226,A,F,NR,
occ_ni,FOR,FR,I553,2015,DEG2,7439692,A,F,NR,
occ_ni,FOR,FR,I553,2015,DEG3,24400412,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2015,DEG1,96136568,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2015,DEG1,26218934,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2015,DEG1,26218934,A,F,NR,
occ_ni,NAT,FR2,I551TOI553,2015,DEG1,8487599,A,F,NR,
occ_ni,NAT,FR21,I551TOI553,2015,DEG1,1329989,A,F,NR,
occ_ni,NAT,FR22,I551TOI553,2015,DEG1,1037808,A,F,NR,
occ_ni,NAT,FR23,I551TOI553,2015,DEG1,1302368,A,F,NR,
occ_ni,NAT,FR24,I551TOI553,2015,DEG1,2591918,A,F,NR,
occ_ni,NAT,FR25,I551TOI553,2015,DEG1,1012528,A,F,NR,
occ_ni,NAT,FR26,I551TOI553,2015,DEG1,1212987,A,F,NR,
occ_ni,NAT,FR3,I551TOI553,2015,DEG1,4042461,A,F,NR,
occ_ni,NAT,FR30,I551TOI553,2015,DEG1,4042461,A,F,NR,
occ_ni,NAT,FR4,I551TOI553,2015,DEG1,5040957,A,F,NR,
occ_ni,NAT,FR41,I551TOI553,2015,DEG1,1207925,A,F,NR,
occ_ni,NAT,FR42,I551TOI553,2015,DEG1,2970981,A,F,NR,
occ_ni,NAT,FR43,I551TOI553,2015,DEG1,862052,A,F,NR,
occ_ni,NAT,FR5,I551TOI553,2015,DEG1,11229103,A,F,NR,
occ_ni,NAT,FR51,I551TOI553,2015,DEG1,4137506,A,F,NR,
occ_ni,NAT,FR52,I551TOI553,2015,DEG1,4140084,A,F,NR,
occ_ni,NAT,FR53,I551TOI553,2015,DEG1,2951512,A,F,NR,
occ_ni,NAT,FR6,I551TOI553,2015,DEG1,9105024,A,F,NR,
occ_ni,NAT,FR61,I551TOI553,2015,DEG1,5499145,A,F,NR,
occ_ni,NAT,FR62,I551TOI553,2015,DEG1,2771166,A,F,NR,
occ_ni,NAT,FR63,I551TOI553,2015,DEG1,834714,A,F,NR,
occ_ni,NAT,FR7,I551TOI553,2015,DEG1,8737564,A,F,NR,
occ_ni,NAT,FR71,I551TOI553,2015,DEG1,7607531,A,F,NR,
occ_ni,NAT,FR72,I551TOI553,2015,DEG1,1130033,A,F,NR,
occ_ni,NAT,FR8,I551TOI553,2015,DEG1,22983685,A,F,NR,
occ_ni,NAT,FR81,I551TOI553,2015,DEG1,6501616,A,F,NR,
occ_ni,NAT,FR82,I551TOI553,2015,DEG1,15938074,A,F,NR,
occ_ni,NAT,FR83,I551TOI553,2015,DEG1,543995,A,F,NR,
occ_ni,NAT,FRA,I551TOI553,2015,DEG1,291240,A,F,NR,
occ_ni,NAT,FRA1,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,NAT,FRA2,I551TOI553,2015,DEG1,112055,A,F,NR,
occ_ni,NAT,FRA3,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,NAT,FRA4,I551TOI553,2015,DEG1,179185,A,F,NR,
occ_ni,NAT,FRA5,I551TOI553,2015,DEG1,0,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2015,DEG2,68139132,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2015,DEG2,5286560,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2015,DEG2,5286560,A,F,NR,
occ_ni,NAT,FR2,I551TOI553,2015,DEG2,7509967,A,F,NR,
occ_ni,NAT,FR21,I551TOI553,2015,DEG2,539523,A,F,NR,
occ_ni,NAT,FR22,I551TOI553,2015,DEG2,840464,A,F,NR,
occ_ni,NAT,FR23,I551TOI553,2015,DEG2,687336,A,F,NR,
occ_ni,NAT,FR24,I551TOI553,2015,DEG2,1608607,A,F,NR,
occ_ni,NAT,FR25,I551TOI553,2015,DEG2,2513157,A,F,NR,
occ_ni,NAT,FR26,I551TOI553,2015,DEG2,1320880,A,F,NR,
occ_ni,NAT,FR3,I551TOI553,2015,DEG2,932663,A,F,NR,
occ_ni,NAT,FR30,I551TOI553,2015,DEG2,932663,A,F,NR,
occ_ni,NAT,FR4,I551TOI553,2015,DEG2,3248609,A,F,NR,
occ_ni,NAT,FR41,I551TOI553,2015,DEG2,1829410,A,F,NR,
occ_ni,NAT,FR42,I551TOI553,2015,DEG2,911677,A,F,NR,
occ_ni,NAT,FR43,I551TOI553,2015,DEG2,507522,A,F,NR,
occ_ni,NAT,FR5,I551TOI553,2015,DEG2,11598926,A,F,NR,
occ_ni,NAT,FR51,I551TOI553,2015,DEG2,5654650,A,F,NR,
occ_ni,NAT,FR52,I551TOI553,2015,DEG2,4131706,A,F,NR,
occ_ni,NAT,FR53,I551TOI553,2015,DEG2,1812570,A,F,NR,
occ_ni,NAT,FR6,I551TOI553,2015,DEG2,8829132,A,F,NR,
occ_ni,NAT,FR61,I551TOI553,2015,DEG2,5578415,A,F,NR,
occ_ni,NAT,FR62,I551TOI553,2015,DEG2,3107743,A,F,NR,
occ_ni,NAT,FR63,I551TOI553,2015,DEG2,142973,A,F,NR,
occ_ni,NAT,FR7,I551TOI553,2015,DEG2,8089540,A,F,NR,
occ_ni,NAT,FR71,I551TOI553,2015,DEG2,6851677,A,F,NR,
occ_ni,NAT,FR72,I551TOI553,2015,DEG2,1237863,A,F,NR,
occ_ni,NAT,FR8,I551TOI553,2015,DEG2,21271176,A,F,NR,
occ_ni,NAT,FR81,I551TOI553,2015,DEG2,10643303,A,F,NR,
occ_ni,NAT,FR82,I551TOI553,2015,DEG2,9518452,A,F,NR,
occ_ni,NAT,FR83,I551TOI553,2015,DEG2,1109421,A,F,NR,
occ_ni,NAT,FRA,I551TOI553,2015,DEG2,1372559,A,F,NR,
occ_ni,NAT,FRA1,I551TOI553,2015,DEG2,474283,A,F,NR,
occ_ni,NAT,FRA2,I551TOI553,2015,DEG2,68219,A,F,NR,
occ_ni,NAT,FRA3,I551TOI553,2015,DEG2,246587,A,F,NR,
occ_ni,NAT,FRA4,I551TOI553,2015,DEG2,583470,A,F,NR,
occ_ni,NAT,FRA5,I551TOI553,2015,DEG2,0,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2015,DEG3,115312190,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2015,DEG3,2089169,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2015,DEG3,2089169,A,F,NR,
occ_ni,NAT,FR2,I551TOI553,2015,DEG3,11711534,A,F,NR,
occ_ni,NAT,FR21,I551TOI553,2015,DEG3,732188,A,F,NR,
occ_ni,NAT,FR22,I551TOI553,2015,DEG3,1893932,A,F,NR,
occ_ni,NAT,FR23,I551TOI553,2015,DEG3,1937638,A,F,NR,
occ_ni,NAT,FR24,I551TOI553,2015,DEG3,2731396,A,F,NR,
occ_ni,NAT,FR25,I551TOI553,2015,DEG3,2728584,A,F,NR,
occ_ni,NAT,FR26,I551TOI553,2015,DEG3,1687795,A,F,NR,
occ_ni,NAT,FR3,I551TOI553,2015,DEG3,792300,A,F,NR,
occ_ni,NAT,FR30,I551TOI553,2015,DEG3,792300,A,F,NR,
occ_ni,NAT,FR4,I551TOI553,2015,DEG3,4553615,A,F,NR,
occ_ni,NAT,FR41,I551TOI553,2015,DEG3,1573491,A,F,NR,
occ_ni,NAT,FR42,I551TOI553,2015,DEG3,1490796,A,F,NR,
occ_ni,NAT,FR43,I551TOI553,2015,DEG3,1489328,A,F,NR,
occ_ni,NAT,FR5,I551TOI553,2015,DEG3,25271766,A,F,NR,
occ_ni,NAT,FR51,I551TOI553,2015,DEG3,8398786,A,F,NR,
occ_ni,NAT,FR52,I551TOI553,2015,DEG3,9390346,A,F,NR,
occ_ni,NAT,FR53,I551TOI553,2015,DEG3,7482634,A,F,NR,
occ_ni,NAT,FR6,I551TOI553,2015,DEG3,21622333,A,F,NR,
occ_ni,NAT,FR61,I551TOI553,2015,DEG3,13558117,A,F,NR,
occ_ni,NAT,FR62,I551TOI553,2015,DEG3,6959945,A,F,NR,
occ_ni,NAT,FR63,I551TOI553,2015,DEG3,1104271,A,F,NR,
occ_ni,NAT,FR7,I551TOI553,2015,DEG3,23314206,A,F,NR,
occ_ni,NAT,FR71,I551TOI553,2015,DEG3,19962023,A,F,NR,
occ_ni,NAT,FR72,I551TOI553,2015,DEG3,3352182,A,F,NR,
occ_ni,NAT,FR8,I551TOI553,2015,DEG3,24614939,A,F,NR,
occ_ni,NAT,FR81,I551TOI553,2015,DEG3,8935890,A,F,NR,
occ_ni,NAT,FR82,I551TOI553,2015,DEG3,10436229,A,F,NR,
occ_ni,NAT,FR83,I551TOI553,2015,DEG3,5242820,A,F,NR,
occ_ni,NAT,FRA,I551TOI553,2015,DEG3,1342329,A,F,NR,
occ_ni,NAT,FRA1,I551TOI553,2015,DEG3,352007,A,F,NR,
occ_ni,NAT,FRA2,I551TOI553,2015,DEG3,828815,A,F,NR,
occ_ni,NAT,FRA3,I551TOI553,2015,DEG3,38311,A,F,NR,
occ_ni,NAT,FRA4,I551TOI553,2015,DEG3,123195,A,F,NR,
occ_ni,NAT,FRA5,I551TOI553,2015,DEG3,0,A,F,NR,
occ_ni,NAT,FR,I552,2015,DEG1,19347191,A,F,NR,
occ_ni,NAT,FR,I552,2015,DEG2,14685600,A,F,NR,
occ_ni,NAT,FR,I552,2015,DEG3,37513893,A,F,NR,
occ_ni,NAT,FR,I553,2015,DEG1,8122989,A,F,NR,
occ_ni,NAT,FR,I553,2015,DEG2,18214316,A,F,NR,
occ_ni,NAT,FR,I553,2015,DEG3,50493996,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2016,DEG1,97208832,A,F,NR,
