MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,DEGURBA,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,NAT,FRJ,I551TOI553,2017,DEG1,10240663,A,F,NR,
occ_ni,NAT,FRJ1,I551TOI553,2017,DEG1,7113048,A,F,NR,
occ_ni,NAT,FRJ2,I551TOI553,2017,DEG1,3127615,A,F,NR,
occ_ni,NAT,FRK,I551TOI553,2017,DEG1,9645851,A,F,NR,
occ_ni,NAT,FRK1,I551TOI553,2017,DEG1,1255525,A,F,NR,
occ_ni,NAT,FRK2,I551TOI553,2017,DEG1,8390326,A,F,NR,
occ_ni,NAT,FRL,I551TOI553,2017,DEG1,16795865,A,F,NR,
occ_ni,NAT,FRL0,I551TOI553,2017,DEG1,16795865,A,F,NR,
occ_ni,NAT,FRM,I551TOI553,2017,DEG1,565030,U,N,NR,
occ_ni,NAT,FRM0,I551TOI553,2017,DEG1,565030,U,N,NR,
occ_ni,NAT,FRY,I551TOI553,2017,DEG1,413192,U,N,NR,
occ_ni,NAT,FRY1,I551TOI553,2017,DEG1,0,A,F,NR,
occ_ni,NAT,FRY2,I551TOI553,2017,DEG1,150043,U,C,NR,
occ_ni,NAT,FRY3,I551TOI553,2017,DEG1,0,A,F,NR,
occ_ni,NAT,FRY4,I551TOI553,2017,DEG1,210308,U,C,NR,
occ_ni,NAT,FRY5,I551TOI553,2017,DEG1,53241,U,C,NR,
occ_ni,NAT,FR,I551TOI553,2017,DEG2,71978921,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2017,DEG2,6109434,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2017,DEG2,6109434,A,F,NR,
occ_ni,NAT,FRB,I551TOI553,2017,DEG2,1765736,A,F,NR,
occ_ni,NAT,FRB0,I551TOI553,2017,DEG2,1765736,A,F,NR,
occ_ni,NAT,FRC,I551TOI553,2017,DEG2,1967761,A,F,NR,
occ_ni,NAT,FRC1,I551TOI553,2017,DEG2,1448043,A,F,NR,
occ_ni,NAT,FRC2,I551TOI553,2017,DEG2,519719,A,F,NR,
occ_ni,NAT,FRD,I551TOI553,2017,DEG2,3399480,A,F,NR,
occ_ni,NAT,FRD1,I551TOI553,2017,DEG2,2677375,A,F,NR,
occ_ni,NAT,FRD2,I551TOI553,2017,DEG2,722105,A,F,NR,
occ_ni,NAT,FRE,I551TOI553,2017,DEG2,1772655,A,F,NR,
occ_ni,NAT,FRE1,I551TOI553,2017,DEG2,978575,A,F,NR,
occ_ni,NAT,FRE2,I551TOI553,2017,DEG2,794080,A,F,NR,
occ_ni,NAT,FRF,I551TOI553,2017,DEG2,3477465,A,F,NR,
occ_ni,NAT,FRF1,I551TOI553,2017,DEG2,948139,A,F,NR,
occ_ni,NAT,FRF2,I551TOI553,2017,DEG2,569687,A,F,NR,
occ_ni,NAT,FRF3,I551TOI553,2017,DEG2,1959639,A,F,NR,
occ_ni,NAT,FRG,I551TOI553,2017,DEG2,5854907,A,F,NR,
occ_ni,NAT,FRG0,I551TOI553,2017,DEG2,5854907,A,F,NR,
occ_ni,NAT,FRH,I551TOI553,2017,DEG2,4229821,A,F,NR,
occ_ni,NAT,FRH0,I551TOI553,2017,DEG2,4229821,A,F,NR,
occ_ni,NAT,FRI,I551TOI553,2017,DEG2,8052494,A,F,NR,
occ_ni,NAT,FRI1,I551TOI553,2017,DEG2,6166055,A,F,NR,
occ_ni,NAT,FRI2,I551TOI553,2017,DEG2,141487,U,N,NR,
occ_ni,NAT,FRI3,I551TOI553,2017,DEG2,1744953,A,F,NR,
occ_ni,NAT,FRJ,I551TOI553,2017,DEG2,14215824,A,F,NR,
occ_ni,NAT,FRJ1,I551TOI553,2017,DEG2,11210862,A,F,NR,
occ_ni,NAT,FRJ2,I551TOI553,2017,DEG2,3004963,A,F,NR,
occ_ni,NAT,FRK,I551TOI553,2017,DEG2,8376988,A,F,NR,
occ_ni,NAT,FRK1,I551TOI553,2017,DEG2,1286061,A,F,NR,
occ_ni,NAT,FRK2,I551TOI553,2017,DEG2,7090927,A,F,NR,
occ_ni,NAT,FRL,I551TOI553,2017,DEG2,9918858,A,F,NR,
occ_ni,NAT,FRL0,I551TOI553,2017,DEG2,9918858,A,F,NR,
occ_ni,NAT,FRM,I551TOI553,2017,DEG2,1199869,A,F,NR,
occ_ni,NAT,FRM0,I551TOI553,2017,DEG2,1199869,A,F,NR,
occ_ni,NAT,FRY,I551TOI553,2017,DEG2,1637628,A,F,NR,
occ_ni,NAT,FRY1,I551TOI553,2017,DEG2,473269,U,C,NR,
occ_ni,NAT,FRY2,I551TOI553,2017,DEG2,57448,U,C,NR,
occ_ni,NAT,FRY3,I551TOI553,2017,DEG2,271133,U,N,NR,
occ_ni,NAT,FRY4,I551TOI553,2017,DEG2,814195,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2017,DEG3,122504513,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2017,DEG3,2487166,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2017,DEG3,2487166,A,F,NR,
occ_ni,NAT,FRB,I551TOI553,2017,DEG3,2932382,A,F,NR,
occ_ni,NAT,FRB0,I551TOI553,2017,DEG3,2932382,A,F,NR,
occ_ni,NAT,FRC,I551TOI553,2017,DEG3,3188213,A,F,NR,
occ_ni,NAT,FRC1,I551TOI553,2017,DEG3,1694876,A,F,NR,
occ_ni,NAT,FRC2,I551TOI553,2017,DEG3,1493337,A,F,NR,
occ_ni,NAT,FRD,I551TOI553,2017,DEG3,4743846,A,F,NR,
occ_ni,NAT,FRD1,I551TOI553,2017,DEG3,2918350,A,F,NR,
occ_ni,NAT,FRD2,I551TOI553,2017,DEG3,1825496,A,F,NR,
occ_ni,NAT,FRE,I551TOI553,2017,DEG3,2815259,A,F,NR,
occ_ni,NAT,FRE1,I551TOI553,2017,DEG3,824439,A,F,NR,
occ_ni,NAT,FRE2,I551TOI553,2017,DEG3,1990820,A,F,NR,
occ_ni,NAT,FRF,I551TOI553,2017,DEG3,4005304,A,F,NR,
occ_ni,NAT,FRF1,I551TOI553,2017,DEG3,1537425,A,F,NR,
occ_ni,NAT,FRF2,I551TOI553,2017,DEG3,731231,A,F,NR,
occ_ni,NAT,FRF3,I551TOI553,2017,DEG3,1736648,A,F,NR,
occ_ni,NAT,FRG,I551TOI553,2017,DEG3,8991585,A,F,NR,
occ_ni,NAT,FRG0,I551TOI553,2017,DEG3,8991585,A,F,NR,
occ_ni,NAT,FRH,I551TOI553,2017,DEG3,10289235,A,F,NR,
occ_ni,NAT,FRH0,I551TOI553,2017,DEG3,10289235,A,F,NR,
occ_ni,NAT,FRI,I551TOI553,2017,DEG3,24412690,A,F,NR,
occ_ni,NAT,FRI1,I551TOI553,2017,DEG3,14545398,A,F,NR,
occ_ni,NAT,FRI2,I551TOI553,2017,DEG3,1095818,A,F,NR,
occ_ni,NAT,FRI3,I551TOI553,2017,DEG3,8771474,A,F,NR,
occ_ni,NAT,FRJ,I551TOI553,2017,DEG3,16684278,A,F,NR,
occ_ni,NAT,FRJ1,I551TOI553,2017,DEG3,9358208,A,F,NR,
occ_ni,NAT,FRJ2,I551TOI553,2017,DEG3,7326069,A,F,NR,
occ_ni,NAT,FRK,I551TOI553,2017,DEG3,23970146,A,F,NR,
occ_ni,NAT,FRK1,I551TOI553,2017,DEG3,3444460,A,F,NR,
occ_ni,NAT,FRK2,I551TOI553,2017,DEG3,20525686,A,F,NR,
occ_ni,NAT,FRL,I551TOI553,2017,DEG3,10410239,A,F,NR,
occ_ni,NAT,FRL0,I551TOI553,2017,DEG3,10410239,A,F,NR,
occ_ni,NAT,FRM,I551TOI553,2017,DEG3,6030556,A,F,NR,
occ_ni,NAT,FRM0,I551TOI553,2017,DEG3,6030556,A,F,NR,
occ_ni,NAT,FRY,I551TOI553,2017,DEG3,1543614,A,F,NR,
occ_ni,NAT,FRY1,I551TOI553,2017,DEG3,499916,U,N,NR,
occ_ni,NAT,FRY2,I551TOI553,2017,DEG3,888968,U,N,NR,
occ_ni,NAT,FRY3,I551TOI553,2017,DEG3,10775,U,C,NR,
occ_ni,NAT,FRY4,I551TOI553,2017,DEG3,143956,U,C,NR,
occ_ni,NAT,FRY5,I551TOI553,2017,DEG3,0,A,F,NR,
occ_ni,NAT,FR,I551,2017,DEG1,72980889,A,F,NR,
occ_ni,NAT,FR,I551,2017,DEG2,36541636,A,F,NR,
occ_ni,NAT,FR,I551,2017,DEG3,28326145,A,F,NR,
occ_ni,NAT,FR,I552,2017,DEG1,23168322,A,F,NR,
occ_ni,NAT,FR,I552,2017,DEG2,15486453,A,F,NR,
occ_ni,NAT,FR,I552,2017,DEG3,37853355,A,F,NR,
occ_ni,NAT,FR,I553,2017,DEG1,8926092,A,F,NR,
occ_ni,NAT,FR,I553,2017,DEG2,19950832,A,F,NR,
occ_ni,NAT,FR,I553,2017,DEG3,56325013,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2017,DEG1,60121973,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,DEG1,33980058,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,DEG1,33980058,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,DEG1,828589,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,DEG1,828589,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,DEG1,960139,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,DEG1,673027,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,DEG1,287112,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,DEG1,843336,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,DEG1,384156,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,DEG1,459179,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,DEG1,1823808,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,DEG1,1466143,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,DEG1,357665,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,DEG1,3478910,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,DEG1,2332658,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,DEG1,658527,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,DEG1,487725,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,DEG1,700723,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,DEG1,700723,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,DEG1,749021,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,DEG1,749021,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,DEG1,2342283,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,DEG1,1744303,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,DEG1,137662,A,F,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,DEG1,460318,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,DEG1,3375494,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,DEG1,2235185,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,DEG1,1140309,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,DEG1,2678320,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,DEG1,231710,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,DEG1,2446610,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,DEG1,8178025,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,DEG1,8178025,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,DEG1,120000,U,N,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,DEG1,120000,U,N,NR,
occ_ni,FOR,FRY,I551TOI553,2017,DEG1,63267,U,N,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,DEG1,0,A,F,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,DEG1,21808,U,C,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,DEG1,0,A,F,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,DEG1,35843,U,C,NR,
occ_ni,FOR,FRY5,I551TOI553,2017,DEG1,5616,U,C,NR,
occ_ni,FOR,FR,I551TOI553,2017,DEG2,29151770,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,DEG2,6946912,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,DEG2,6946912,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,DEG2,571844,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,DEG2,571844,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,DEG2,913736,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,DEG2,759879,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,DEG2,153857,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,DEG2,1087460,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,DEG2,880067,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,DEG2,207394,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,DEG2,570310,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,DEG2,295969,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,DEG2,274341,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,DEG2,1397349,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,DEG2,561012,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,DEG2,236209,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,DEG2,600128,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,DEG2,852765,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,DEG2,852765,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,DEG2,1017642,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,DEG2,1017642,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,DEG2,1525476,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,DEG2,1239309,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,DEG2,20701,U,N,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,DEG2,265466,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,DEG2,5015778,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,DEG2,3125059,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,DEG2,1890719,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,DEG2,3216769,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,DEG2,206507,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,DEG2,3010262,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,DEG2,5149266,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,DEG2,5149266,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,DEG2,586733,A,F,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,DEG2,586733,A,F,NR,
occ_ni,FOR,FRY,I551TOI553,2017,DEG2,299730,A,F,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,DEG2,97354,U,C,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,DEG2,9283,U,C,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,DEG2,64266,U,N,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,DEG2,125321,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2017,DEG3,44226247,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,DEG3,2108090,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,DEG3,2108090,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,DEG3,907021,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,DEG3,907021,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,DEG3,1908857,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,DEG3,1046032,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,DEG3,862825,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,DEG3,1730646,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,DEG3,1370843,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,DEG3,359804,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,DEG3,1461464,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,DEG3,462537,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,DEG3,998927,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,DEG3,2678082,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,DEG3,1065817,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,DEG3,527220,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,DEG3,1085046,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,DEG3,1789129,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,DEG3,1789129,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,DEG3,2355274,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,DEG3,2355274,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,DEG3,7012074,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,DEG3,5306837,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,DEG3,298544,A,F,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,DEG3,1406693,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,DEG3,5020907,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,DEG3,3452395,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,DEG3,1568512,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,DEG3,9780820,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,DEG3,528001,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,DEG3,9252819,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,DEG3,4557701,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,DEG3,4557701,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,DEG3,2533313,A,F,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,DEG3,2533313,A,F,NR,
occ_ni,FOR,FRY,I551TOI553,2017,DEG3,382869,A,F,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,DEG3,166186,U,N,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,DEG3,168624,U,N,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,DEG3,24994,U,C,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,DEG3,23065,U,C,NR,
occ_ni,FOR,FRY5,I551TOI553,2017,DEG3,0,A,F,NR,
occ_ni,FOR,FR,I551,2017,DEG1,49447151,A,F,NR,
occ_ni,FOR,FR,I551,2017,DEG2,17402666,A,F,NR,
occ_ni,FOR,FR,I551,2017,DEG3,9576326,A,F,NR,
occ_ni,FOR,FR,I552,2017,DEG1,6309559,A,F,NR,
occ_ni,FOR,FR,I552,2017,DEG2,3932512,A,F,NR,
occ_ni,FOR,FR,I552,2017,DEG3,8062808,A,F,NR,
occ_ni,FOR,FR,I553,2017,DEG1,4365264,A,F,NR,
occ_ni,FOR,FR,I553,2017,DEG2,7816593,A,F,NR,
occ_ni,FOR,FR,I553,2017,DEG3,26587113,A,F,NR,
