MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,PARTNER,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,FOR,FR,I551,2016,EU28,40712856,A,F,NR,
occ_ni,FOR,FR,I551,2016,BE,5591192,A,F,NR,
occ_ni,FOR,FR,I551,2016,BG,92016,A,F,NR,
occ_ni,FOR,FR,I551,2016,CZ,257648,A,F,NR,
occ_ni,FOR,FR,I551,2016,DK,542490,A,F,NR,
occ_ni,FOR,FR,I551,2016,DE,6154182,A,F,NR,
occ_ni,FOR,FR,I551,2016,EE,43947,A,F,NR,
occ_ni,FOR,FR,I551,2016,IE,675283,A,F,NR,
occ_ni,FOR,FR,I551,2016,EL,241146,A,F,NR,
occ_ni,FOR,FR,I551,2016,ES,4544572,A,F,NR,
occ_ni,FOR,FR,I551,2016,FR,0,A,F,NR,
occ_ni,FOR,FR,I551,2016,HR,65581,A,F,NR,
occ_ni,FOR,FR,I551,2016,IT,4134293,A,F,NR,
occ_ni,FOR,FR,I551,2016,CY,28770,A,F,NR,
occ_ni,FOR,FR,I551,2016,LV,32284,A,F,NR,
occ_ni,FOR,FR,I551,2016,LT,71274,A,F,NR,
occ_ni,FOR,FR,I551,2016,LU,377691,A,F,NR,
occ_ni,FOR,FR,I551,2016,HU,176472,A,F,NR,
occ_ni,FOR,FR,I551,2016,MT,54851,A,F,NR,
occ_ni,FOR,FR,I551,2016,NL,3056475,A,F,NR,
occ_ni,FOR,FR,I551,2016,AT,536887,A,F,NR,
occ_ni,FOR,FR,I551,2016,PL,627892,A,F,NR,
occ_ni,FOR,FR,I551,2016,PT,706736,A,F,NR,
occ_ni,FOR,FR,I551,2016,RO,385784,A,F,NR,
occ_ni,FOR,FR,I551,2016,SI,46724,A,F,NR,
occ_ni,FOR,FR,I551,2016,SK,89296,A,F,NR,
occ_ni,FOR,FR,I551,2016,FI,264757,A,F,NR,
occ_ni,FOR,FR,I551,2016,SE,715339,A,F,NR,
occ_ni,FOR,FR,I551,2016,UK,11199273,A,F,NR,
occ_ni,FOR,FR,I551,2016,EFTA,3611387,A,F,NR,
occ_ni,FOR,FR,I551,2016,IS,78914,A,F,NR,
occ_ni,FOR,FR,I551,2016,CH_LI,3149792,A,F,NR,
occ_ni,FOR,FR,I551,2016,NO,382681,A,F,NR,
occ_ni,FOR,FR,I551,2016,TR,510143,A,F,NR,
occ_ni,FOR,FR,I551,2016,RU,1064587,A,F,NR,
occ_ni,FOR,FR,I551,2016,UA,0,A,F,NR,
occ_ni,FOR,FR,I551,2016,EUR_OTH,1058108,A,F,NR,
occ_ni,FOR,FR,I551,2016,AFR,1682502,A,F,NR,
occ_ni,FOR,FR,I551,2016,ZA,121510,A,F,NR,
occ_ni,FOR,FR,I551,2016,AFR_OTH,1560992,A,F,NR,
occ_ni,FOR,FR,I551,2016,AME,11020688,A,F,NR,
occ_ni,FOR,FR,I551,2016,AME_N,8545476,A,F,NR,
occ_ni,FOR,FR,I551,2016,CA,972520,A,F,NR,
occ_ni,FOR,FR,I551,2016,US,7570667,A,F,NR,
occ_ni,FOR,FR,I551,2016,AME_N_OTH,0,A,F,NR,
occ_ni,FOR,FR,I551,2016,AME_C_S,2475212,A,F,NR,
occ_ni,FOR,FR,I551,2016,BR,949436,A,F,NR,
occ_ni,FOR,FR,I551,2016,AME_C_S_OTH,1525776,A,F,NR,
occ_ni,FOR,FR,I551,2016,ASI,9588897,A,F,NR,
occ_ni,FOR,FR,I551,2016,CN,2839408,A,F,NR,
occ_ni,FOR,FR,I551,2016,JP,1101325,A,F,NR,
occ_ni,FOR,FR,I551,2016,KR,460641,A,F,NR,
occ_ni,FOR,FR,I551,2016,ASI_OTH,5187522,A,F,NR,
occ_ni,FOR,FR,I551,2016,OCE,903540,A,F,NR,
occ_ni,FOR,FR,I551,2016,AU,903540,A,F,NR,
occ_ni,FOR,FR,I551,2016,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I551,2016,WRL_NAL,63283,A,F,NR,
occ_ni,FOR,FR,I551,2016,WORLD,70215991,A,F,NR,
occ_ni,FOR,FR,I552,2016,EUR,14388120,A,F,NR,
occ_ni,FOR,FR,I552,2016,EU28,12536519,A,F,NR,
occ_ni,FOR,FR,I552,2016,BE,2845530,A,F,NR,
occ_ni,FOR,FR,I552,2016,BG,15329,A,F,NR,
occ_ni,FOR,FR,I552,2016,CZ,139359,A,F,NR,
occ_ni,FOR,FR,I552,2016,DK,230683,A,F,NR,
occ_ni,FOR,FR,I552,2016,DE,2129045,A,F,NR,
occ_ni,FOR,FR,I552,2016,EE,6229,A,F,NR,
occ_ni,FOR,FR,I552,2016,IE,134394,A,F,NR,
occ_ni,FOR,FR,I552,2016,EL,18920,A,F,NR,
occ_ni,FOR,FR,I552,2016,ES,1014012,A,F,NR,
occ_ni,FOR,FR,I552,2016,FR,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,HR,53093,A,F,NR,
occ_ni,FOR,FR,I552,2016,IT,1060964,A,F,NR,
occ_ni,FOR,FR,I552,2016,CY,1085,A,F,NR,
occ_ni,FOR,FR,I552,2016,LV,5824,A,F,NR,
occ_ni,FOR,FR,I552,2016,LT,21897,A,F,NR,
occ_ni,FOR,FR,I552,2016,LU,96207,A,F,NR,
occ_ni,FOR,FR,I552,2016,HU,97635,A,F,NR,
occ_ni,FOR,FR,I552,2016,MT,1630,A,F,NR,
occ_ni,FOR,FR,I552,2016,NL,1291287,A,F,NR,
occ_ni,FOR,FR,I552,2016,AT,100920,A,F,NR,
occ_ni,FOR,FR,I552,2016,PL,219166,A,F,NR,
occ_ni,FOR,FR,I552,2016,PT,278670,A,F,NR,
occ_ni,FOR,FR,I552,2016,RO,111915,A,F,NR,
occ_ni,FOR,FR,I552,2016,SI,35520,A,F,NR,
occ_ni,FOR,FR,I552,2016,SK,84925,A,F,NR,
occ_ni,FOR,FR,I552,2016,FI,36509,A,F,NR,
occ_ni,FOR,FR,I552,2016,SE,172299,A,F,NR,
occ_ni,FOR,FR,I552,2016,UK,2333470,A,F,NR,
occ_ni,FOR,FR,I552,2016,EFTA,1192966,A,F,NR,
occ_ni,FOR,FR,I552,2016,IS,4649,A,F,NR,
occ_ni,FOR,FR,I552,2016,CH_LI,1109904,A,F,NR,
occ_ni,FOR,FR,I552,2016,NO,78413,A,F,NR,
occ_ni,FOR,FR,I552,2016,TR,65249,A,F,NR,
occ_ni,FOR,FR,I552,2016,RU,288958,A,F,NR,
occ_ni,FOR,FR,I552,2016,UA,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,EUR_OTH,304427,A,F,NR,
occ_ni,FOR,FR,I552,2016,AFR,520366,A,F,NR,
occ_ni,FOR,FR,I552,2016,ZA,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,AFR_OTH,520366,A,F,NR,
occ_ni,FOR,FR,I552,2016,AME,911900,A,F,NR,
occ_ni,FOR,FR,I552,2016,AME_N,692259,A,F,NR,
occ_ni,FOR,FR,I552,2016,CA,114210,A,F,NR,
occ_ni,FOR,FR,I552,2016,US,578049,A,F,NR,
occ_ni,FOR,FR,I552,2016,AME_N_OTH,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,AME_C_S,219641,A,F,NR,
occ_ni,FOR,FR,I552,2016,BR,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,AME_C_S_OTH,219641,A,F,NR,
occ_ni,FOR,FR,I552,2016,ASI,1771224,A,F,NR,
occ_ni,FOR,FR,I552,2016,CN,422309,A,F,NR,
occ_ni,FOR,FR,I552,2016,JP,114427,A,F,NR,
occ_ni,FOR,FR,I552,2016,KR,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,ASI_OTH,1234488,A,F,NR,
occ_ni,FOR,FR,I552,2016,OCE,114505,A,F,NR,
occ_ni,FOR,FR,I552,2016,AU,114505,A,F,NR,
occ_ni,FOR,FR,I552,2016,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I552,2016,WRL_NAL,24278,A,F,NR,
occ_ni,FOR,FR,I552,2016,WORLD,17730393,A,F,NR,
occ_ni,FOR,FR,I553,2016,EUR,35843455,A,F,NR,
occ_ni,FOR,FR,I553,2016,EU28,34032881,A,F,NR,
occ_ni,FOR,FR,I553,2016,BE,4375791,A,F,NR,
occ_ni,FOR,FR,I553,2016,BG,7357,A,F,NR,
occ_ni,FOR,FR,I553,2016,CZ,77190,A,F,NR,
occ_ni,FOR,FR,I553,2016,DK,404295,A,F,NR,
occ_ni,FOR,FR,I553,2016,DE,7508450,A,F,NR,
occ_ni,FOR,FR,I553,2016,EE,5310,A,F,NR,
occ_ni,FOR,FR,I553,2016,IE,405214,A,F,NR,
occ_ni,FOR,FR,I553,2016,EL,2754,A,F,NR,
occ_ni,FOR,FR,I553,2016,ES,1085195,A,F,NR,
occ_ni,FOR,FR,I553,2016,FR,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,HR,3882,A,F,NR,
occ_ni,FOR,FR,I553,2016,IT,897607,A,F,NR,
occ_ni,FOR,FR,I553,2016,CY,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,LV,1322,A,F,NR,
occ_ni,FOR,FR,I553,2016,LT,5108,A,F,NR,
occ_ni,FOR,FR,I553,2016,LU,82266,A,F,NR,
occ_ni,FOR,FR,I553,2016,HU,24835,A,F,NR,
occ_ni,FOR,FR,I553,2016,MT,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,NL,12429225,A,F,NR,
occ_ni,FOR,FR,I553,2016,AT,163161,A,F,NR,
occ_ni,FOR,FR,I553,2016,PL,108507,A,F,NR,
occ_ni,FOR,FR,I553,2016,PT,65656,A,F,NR,
occ_ni,FOR,FR,I553,2016,RO,20873,A,F,NR,
occ_ni,FOR,FR,I553,2016,SI,9474,A,F,NR,
occ_ni,FOR,FR,I553,2016,SK,10650,A,F,NR,
occ_ni,FOR,FR,I553,2016,FI,14706,A,F,NR,
occ_ni,FOR,FR,I553,2016,SE,60327,A,F,NR,
occ_ni,FOR,FR,I553,2016,UK,6263728,A,F,NR,
occ_ni,FOR,FR,I553,2016,EFTA,1463069,A,F,NR,
occ_ni,FOR,FR,I553,2016,IS,2301,A,F,NR,
occ_ni,FOR,FR,I553,2016,CH_LI,1437597,A,F,NR,
occ_ni,FOR,FR,I553,2016,NO,23171,A,F,NR,
occ_ni,FOR,FR,I553,2016,TR,2168,A,F,NR,
occ_ni,FOR,FR,I553,2016,RU,26769,A,F,NR,
occ_ni,FOR,FR,I553,2016,UA,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,EUR_OTH,318568,A,F,NR,
occ_ni,FOR,FR,I553,2016,AFR,6921,A,F,NR,
occ_ni,FOR,FR,I553,2016,ZA,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,AFR_OTH,6921,A,F,NR,
occ_ni,FOR,FR,I553,2016,AME,44634,A,F,NR,
occ_ni,FOR,FR,I553,2016,AME_N,37521,A,F,NR,
occ_ni,FOR,FR,I553,2016,CA,17103,A,F,NR,
occ_ni,FOR,FR,I553,2016,US,20418,A,F,NR,
occ_ni,FOR,FR,I553,2016,AME_N_OTH,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,AME_C_S,7113,A,F,NR,
occ_ni,FOR,FR,I553,2016,BR,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,AME_C_S_OTH,7113,A,F,NR,
occ_ni,FOR,FR,I553,2016,ASI,42639,A,F,NR,
occ_ni,FOR,FR,I553,2016,CN,2469,A,F,NR,
occ_ni,FOR,FR,I553,2016,JP,1293,A,F,NR,
occ_ni,FOR,FR,I553,2016,KR,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,ASI_OTH,38878,A,F,NR,
occ_ni,FOR,FR,I553,2016,OCE,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,AU,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,WRL_NAL,0,A,F,NR,
occ_ni,FOR,FR,I553,2016,WORLD,35937650,A,F,NR,
occ_arr,FOR,FR,I551,2016,EUR,23244695,A,F,NR,
occ_arr,FOR,FR,I551,2016,EU28,20264216,A,F,NR,
occ_arr,FOR,FR,I551,2016,BE,3068212,A,F,NR,
occ_arr,FOR,FR,I551,2016,BG,43520,A,F,NR,
occ_arr,FOR,FR,I551,2016,CZ,131539,A,F,NR,
occ_arr,FOR,FR,I551,2016,DK,241876,A,F,NR,
occ_arr,FOR,FR,I551,2016,DE,3183637,A,F,NR,
occ_arr,FOR,FR,I551,2016,EE,19201,A,F,NR,
occ_arr,FOR,FR,I551,2016,IE,272119,A,F,NR,
occ_arr,FOR,FR,I551,2016,EL,99267,A,F,NR,
occ_arr,FOR,FR,I551,2016,ES,2127472,A,F,NR,
occ_arr,FOR,FR,I551,2016,FR,0,A,F,NR,
occ_arr,FOR,FR,I551,2016,HR,31531,A,F,NR,
occ_arr,FOR,FR,I551,2016,IT,1950721,A,F,NR,
occ_arr,FOR,FR,I551,2016,CY,11451,A,F,NR,
occ_arr,FOR,FR,I551,2016,LV,15722,A,F,NR,
occ_arr,FOR,FR,I551,2016,LT,37447,A,F,NR,
occ_arr,FOR,FR,I551,2016,LU,202832,A,F,NR,
occ_arr,FOR,FR,I551,2016,HU,85086,A,F,NR,
occ_arr,FOR,FR,I551,2016,MT,21290,A,F,NR,
occ_arr,FOR,FR,I551,2016,NL,1737625,A,F,NR,
occ_arr,FOR,FR,I551,2016,AT,242083,A,F,NR,
occ_arr,FOR,FR,I551,2016,PL,317648,A,F,NR,
occ_arr,FOR,FR,I551,2016,PT,352275,A,F,NR,
occ_arr,FOR,FR,I551,2016,RO,187830,A,F,NR,
occ_arr,FOR,FR,I551,2016,SI,23297,A,F,NR,
occ_arr,FOR,FR,I551,2016,SK,43738,A,F,NR,
occ_arr,FOR,FR,I551,2016,FI,120937,A,F,NR,
occ_arr,FOR,FR,I551,2016,SE,312397,A,F,NR,
occ_arr,FOR,FR,I551,2016,UK,5383464,A,F,NR,
occ_arr,FOR,FR,I551,2016,EFTA,1856440,A,F,NR,
occ_arr,FOR,FR,I551,2016,IS,36584,A,F,NR,
occ_arr,FOR,FR,I551,2016,CH_LI,1652487,A,F,NR,
occ_arr,FOR,FR,I551,2016,NO,167369,A,F,NR,
occ_arr,FOR,FR,I551,2016,TR,228694,A,F,NR,
occ_arr,FOR,FR,I551,2016,RU,422821,A,F,NR,
occ_arr,FOR,FR,I551,2016,UA,0,A,F,NR,
occ_arr,FOR,FR,I551,2016,EUR_OTH,472524,A,F,NR,
occ_arr,FOR,FR,I551,2016,AFR,694087,A,F,NR,
occ_arr,FOR,FR,I551,2016,ZA,50219,A,F,NR,
occ_arr,FOR,FR,I551,2016,AFR_OTH,643868,A,F,NR,
occ_arr,FOR,FR,I551,2016,AME,4737243,A,F,NR,
occ_arr,FOR,FR,I551,2016,AME_N,3763633,A,F,NR,
occ_arr,FOR,FR,I551,2016,CA,424370,A,F,NR,
occ_arr,FOR,FR,I551,2016,US,3338442,A,F,NR,
occ_arr,FOR,FR,I551,2016,AME_N_OTH,820,A,F,NR,
occ_arr,FOR,FR,I551,2016,AME_C_S,973610,A,F,NR,
occ_arr,FOR,FR,I551,2016,BR,364949,A,F,NR,
occ_arr,FOR,FR,I551,2016,AME_C_S_OTH,608662,A,F,NR,
occ_arr,FOR,FR,I551,2016,ASI,4564188,A,F,NR,
occ_arr,FOR,FR,I551,2016,CN,1524125,A,F,NR,
occ_arr,FOR,FR,I551,2016,JP,497386,A,F,NR,
occ_arr,FOR,FR,I551,2016,KR,238735,A,F,NR,
occ_arr,FOR,FR,I551,2016,ASI_OTH,2303942,A,F,NR,
occ_arr,FOR,FR,I551,2016,OCE,394868,A,F,NR,
occ_arr,FOR,FR,I551,2016,AU,394868,A,F,NR,
occ_arr,FOR,FR,I551,2016,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I551,2016,WRL_NAL,11369,A,F,NR,
occ_arr,FOR,FR,I551,2016,WORLD,33646450,A,F,NR,
occ_arr,FOR,FR,I552,2016,EUR,3230953,A,F,NR,
occ_arr,FOR,FR,I552,2016,EU28,2780840,A,F,NR,
occ_arr,FOR,FR,I552,2016,BE,566040,A,F,NR,
occ_arr,FOR,FR,I552,2016,BG,3926,A,F,NR,
occ_arr,FOR,FR,I552,2016,CZ,28368,A,F,NR,
occ_arr,FOR,FR,I552,2016,DK,44400,A,F,NR,
occ_arr,FOR,FR,I552,2016,DE,512490,A,F,NR,
occ_arr,FOR,FR,I552,2016,EE,1495,A,F,NR,
occ_arr,FOR,FR,I552,2016,IE,26654,A,F,NR,
occ_arr,FOR,FR,I552,2016,EL,5204,A,F,NR,
occ_arr,FOR,FR,I552,2016,ES,272123,A,F,NR,
occ_arr,FOR,FR,I552,2016,FR,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,HR,9821,A,F,NR,
occ_arr,FOR,FR,I552,2016,IT,256633,A,F,NR,
occ_arr,FOR,FR,I552,2016,CY,311,A,F,NR,
occ_arr,FOR,FR,I552,2016,LV,1337,A,F,NR,
occ_arr,FOR,FR,I552,2016,LT,5550,A,F,NR,
occ_arr,FOR,FR,I552,2016,LU,23874,A,F,NR,
occ_arr,FOR,FR,I552,2016,HU,19135,A,F,NR,
occ_arr,FOR,FR,I552,2016,MT,443,A,F,NR,
occ_arr,FOR,FR,I552,2016,NL,269325,A,F,NR,
occ_arr,FOR,FR,I552,2016,AT,22804,A,F,NR,
occ_arr,FOR,FR,I552,2016,PL,46969,A,F,NR,
occ_arr,FOR,FR,I552,2016,PT,60115,A,F,NR,
occ_arr,FOR,FR,I552,2016,RO,25291,A,F,NR,
occ_arr,FOR,FR,I552,2016,SI,6161,A,F,NR,
occ_arr,FOR,FR,I552,2016,SK,19258,A,F,NR,
occ_arr,FOR,FR,I552,2016,FI,8897,A,F,NR,
occ_arr,FOR,FR,I552,2016,SE,38187,A,F,NR,
occ_arr,FOR,FR,I552,2016,UK,506030,A,F,NR,
occ_arr,FOR,FR,I552,2016,EFTA,285832,A,F,NR,
occ_arr,FOR,FR,I552,2016,IS,1347,A,F,NR,
occ_arr,FOR,FR,I552,2016,CH_LI,265760,A,F,NR,
occ_arr,FOR,FR,I552,2016,NO,18725,A,F,NR,
occ_arr,FOR,FR,I552,2016,TR,15441,A,F,NR,
occ_arr,FOR,FR,I552,2016,RU,62262,A,F,NR,
occ_arr,FOR,FR,I552,2016,UA,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,EUR_OTH,86578,A,F,NR,
occ_arr,FOR,FR,I552,2016,AFR,121572,A,F,NR,
occ_arr,FOR,FR,I552,2016,ZA,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,AFR_OTH,121572,A,F,NR,
occ_arr,FOR,FR,I552,2016,AME,221895,A,F,NR,
occ_arr,FOR,FR,I552,2016,AME_N,171154,A,F,NR,
occ_arr,FOR,FR,I552,2016,CA,29011,A,F,NR,
occ_arr,FOR,FR,I552,2016,US,142144,A,F,NR,
occ_arr,FOR,FR,I552,2016,AME_N_OTH,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,AME_C_S,50740,A,F,NR,
occ_arr,FOR,FR,I552,2016,BR,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,AME_C_S_OTH,50740,A,F,NR,
occ_arr,FOR,FR,I552,2016,ASI,442001,A,F,NR,
occ_arr,FOR,FR,I552,2016,CN,114435,A,F,NR,
occ_arr,FOR,FR,I552,2016,JP,29790,A,F,NR,
occ_arr,FOR,FR,I552,2016,KR,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,ASI_OTH,297777,A,F,NR,
occ_arr,FOR,FR,I552,2016,OCE,29549,A,F,NR,
occ_arr,FOR,FR,I552,2016,AU,29549,A,F,NR,
occ_arr,FOR,FR,I552,2016,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,WRL_NAL,0,A,F,NR,
occ_arr,FOR,FR,I552,2016,WORLD,4045970,A,F,NR,
occ_arr,FOR,FR,I553,2016,EUR,7232083,A,F,NR,
occ_arr,FOR,FR,I553,2016,EU28,6832082,A,F,NR,
occ_arr,FOR,FR,I553,2016,BE,775740,A,F,NR,
occ_arr,FOR,FR,I553,2016,BG,1352,A,F,NR,
occ_arr,FOR,FR,I553,2016,CZ,24266,A,F,NR,
occ_arr,FOR,FR,I553,2016,DK,87553,A,F,NR,
occ_arr,FOR,FR,I553,2016,DE,1605625,A,F,NR,
occ_arr,FOR,FR,I553,2016,EE,995,A,F,NR,
occ_arr,FOR,FR,I553,2016,IE,83091,A,F,NR,
occ_arr,FOR,FR,I553,2016,EL,1010,A,F,NR,
occ_arr,FOR,FR,I553,2016,ES,290295,A,F,NR,
occ_arr,FOR,FR,I553,2016,FR,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,HR,1191,A,F,NR,
occ_arr,FOR,FR,I553,2016,IT,216401,A,F,NR,
occ_arr,FOR,FR,I553,2016,CY,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,LV,537,A,F,NR,
occ_arr,FOR,FR,I553,2016,LT,1400,A,F,NR,
occ_arr,FOR,FR,I553,2016,LU,13924,A,F,NR,
occ_arr,FOR,FR,I553,2016,HU,6269,A,F,NR,
occ_arr,FOR,FR,I553,2016,MT,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,NL,2274943,A,F,NR,
occ_arr,FOR,FR,I553,2016,AT,45197,A,F,NR,
occ_arr,FOR,FR,I553,2016,PL,19907,A,F,NR,
occ_arr,FOR,FR,I553,2016,PT,12890,A,F,NR,
occ_arr,FOR,FR,I553,2016,RO,4768,A,F,NR,
occ_arr,FOR,FR,I553,2016,SI,3149,A,F,NR,
occ_arr,FOR,FR,I553,2016,SK,2880,A,F,NR,
occ_arr,FOR,FR,I553,2016,FI,4688,A,F,NR,
occ_arr,FOR,FR,I553,2016,SE,19260,A,F,NR,
occ_arr,FOR,FR,I553,2016,UK,1334751,A,F,NR,
occ_arr,FOR,FR,I553,2016,EFTA,323089,A,F,NR,
occ_arr,FOR,FR,I553,2016,IS,882,A,F,NR,
occ_arr,FOR,FR,I553,2016,CH_LI,315210,A,F,NR,
occ_arr,FOR,FR,I553,2016,NO,6997,A,F,NR,
occ_arr,FOR,FR,I553,2016,TR,590,A,F,NR,
occ_arr,FOR,FR,I553,2016,RU,7448,A,F,NR,
occ_arr,FOR,FR,I553,2016,UA,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,EUR_OTH,68873,A,F,NR,
occ_arr,FOR,FR,I553,2016,AFR,1831,A,F,NR,
occ_arr,FOR,FR,I553,2016,ZA,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,AFR_OTH,1831,A,F,NR,
occ_arr,FOR,FR,I553,2016,AME,16558,A,F,NR,
occ_arr,FOR,FR,I553,2016,AME_N,13824,A,F,NR,
occ_arr,FOR,FR,I553,2016,CA,6290,A,F,NR,
occ_arr,FOR,FR,I553,2016,US,7534,A,F,NR,
occ_arr,FOR,FR,I553,2016,AME_N_OTH,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,AME_C_S,2734,A,F,NR,
occ_arr,FOR,FR,I553,2016,BR,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,AME_C_S_OTH,2734,A,F,NR,
occ_arr,FOR,FR,I553,2016,ASI,16437,A,F,NR,
occ_arr,FOR,FR,I553,2016,CN,847,A,F,NR,
occ_arr,FOR,FR,I553,2016,JP,708,A,F,NR,
occ_arr,FOR,FR,I553,2016,KR,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,ASI_OTH,14882,A,F,NR,
occ_arr,FOR,FR,I553,2016,OCE,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,AU,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,WRL_NAL,0,A,F,NR,
occ_arr,FOR,FR,I553,2016,WORLD,7266910,A,F,NR,
