MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,PARTNER,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,FOR,FR,I551,2017,EUR,49743829,A,F,NR,
occ_ni,FOR,FR,I551,2017,EU28,42647191,A,F,NR,
occ_ni,FOR,FR,I551,2017,BE,5696497,A,F,NR,
occ_ni,FOR,FR,I551,2017,BG,104068,A,F,NR,
occ_ni,FOR,FR,I551,2017,CZ,281609,A,F,NR,
occ_ni,FOR,FR,I551,2017,DK,559465,A,F,NR,
occ_ni,FOR,FR,I551,2017,DE,6771064,A,F,NR,
occ_ni,FOR,FR,I551,2017,EE,53153,A,F,NR,
occ_ni,FOR,FR,I551,2017,IE,652312,A,F,NR,
occ_ni,FOR,FR,I551,2017,EL,240737,A,F,NR,
occ_ni,FOR,FR,I551,2017,ES,5055205,A,F,NR,
occ_ni,FOR,FR,I551,2017,FR,0,A,F,NR,
occ_ni,FOR,FR,I551,2017,HR,76677,A,F,NR,
occ_ni,FOR,FR,I551,2017,IT,4522129,A,F,NR,
occ_ni,FOR,FR,I551,2017,CY,33674,A,F,NR,
occ_ni,FOR,FR,I551,2017,LV,52337,A,F,NR,
occ_ni,FOR,FR,I551,2017,LT,98880,A,F,NR,
occ_ni,FOR,FR,I551,2017,LU,414550,A,F,NR,
occ_ni,FOR,FR,I551,2017,HU,184250,A,F,NR,
occ_ni,FOR,FR,I551,2017,MT,60476,A,F,NR,
occ_ni,FOR,FR,I551,2017,NL,3316227,A,F,NR,
occ_ni,FOR,FR,I551,2017,AT,488892,A,F,NR,
occ_ni,FOR,FR,I551,2017,PL,709790,A,F,NR,
occ_ni,FOR,FR,I551,2017,PT,822022,A,F,NR,
occ_ni,FOR,FR,I551,2017,RO,444076,A,F,NR,
occ_ni,FOR,FR,I551,2017,SI,61756,A,F,NR,
occ_ni,FOR,FR,I551,2017,SK,108339,A,F,NR,
occ_ni,FOR,FR,I551,2017,FI,290470,A,F,NR,
occ_ni,FOR,FR,I551,2017,SE,723318,A,F,NR,
occ_ni,FOR,FR,I551,2017,UK,10825219,A,F,NR,
occ_ni,FOR,FR,I551,2017,EFTA,3851484,A,F,NR,
occ_ni,FOR,FR,I551,2017,IS,61903,A,F,NR,
occ_ni,FOR,FR,I551,2017,CH_LI,3376018,A,F,NR,
occ_ni,FOR,FR,I551,2017,NO,413564,A,F,NR,
occ_ni,FOR,FR,I551,2017,TR,549076,A,F,NR,
occ_ni,FOR,FR,I551,2017,RU,1414865,A,F,NR,
occ_ni,FOR,FR,I551,2017,UA,0,A,F,NR,
occ_ni,FOR,FR,I551,2017,EUR_OTH,1281211,A,F,NR,
occ_ni,FOR,FR,I551,2017,AFR,1802914,A,F,NR,
occ_ni,FOR,FR,I551,2017,ZA,145196,A,F,NR,
occ_ni,FOR,FR,I551,2017,AFR_OTH,1657718,A,F,NR,
occ_ni,FOR,FR,I551,2017,AME,12929776,A,F,NR,
occ_ni,FOR,FR,I551,2017,AME_N,9844081,A,F,NR,
occ_ni,FOR,FR,I551,2017,CA,1077021,A,F,NR,
occ_ni,FOR,FR,I551,2017,US,8763963,A,F,NR,
occ_ni,FOR,FR,I551,2017,AME_N_OTH,3098,A,F,NR,
occ_ni,FOR,FR,I551,2017,AME_C_S,3085695,A,F,NR,
occ_ni,FOR,FR,I551,2017,BR,1268302,A,F,NR,
occ_ni,FOR,FR,I551,2017,AME_C_S_OTH,1817393,A,F,NR,
occ_ni,FOR,FR,I551,2017,ASI,10994818,A,F,NR,
occ_ni,FOR,FR,I551,2017,CN,3385747,A,F,NR,
occ_ni,FOR,FR,I551,2017,JP,1343614,A,F,NR,
occ_ni,FOR,FR,I551,2017,KR,596932,A,F,NR,
occ_ni,FOR,FR,I551,2017,ASI_OTH,5668526,A,F,NR,
occ_ni,FOR,FR,I551,2017,OCE,918098,A,F,NR,
occ_ni,FOR,FR,I551,2017,AU,918098,A,F,NR,
occ_ni,FOR,FR,I551,2017,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I551,2017,WRL_NAL,36709,A,F,NR,
occ_ni,FOR,FR,I551,2017,WORLD,76426143,A,F,NR,
occ_ni,FOR,FR,I552,2017,EUR,14432200,A,F,NR,
occ_ni,FOR,FR,I552,2017,EU28,12564832,A,F,NR,
occ_ni,FOR,FR,I552,2017,BE,2847078,A,F,NR,
occ_ni,FOR,FR,I552,2017,BG,22198,A,F,NR,
occ_ni,FOR,FR,I552,2017,CZ,88184,A,F,NR,
occ_ni,FOR,FR,I552,2017,DK,195422,A,F,NR,
occ_ni,FOR,FR,I552,2017,DE,1913666,A,F,NR,
occ_ni,FOR,FR,I552,2017,EE,8344,A,F,NR,
occ_ni,FOR,FR,I552,2017,IE,167599,A,F,NR,
occ_ni,FOR,FR,I552,2017,EL,25792,A,F,NR,
occ_ni,FOR,FR,I552,2017,ES,1145882,A,F,NR,
occ_ni,FOR,FR,I552,2017,FR,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,HR,21690,A,F,NR,
occ_ni,FOR,FR,I552,2017,IT,1048575,A,F,NR,
occ_ni,FOR,FR,I552,2017,CY,2889,A,F,NR,
occ_ni,FOR,FR,I552,2017,LV,8977,A,F,NR,
occ_ni,FOR,FR,I552,2017,LT,24288,A,F,NR,
occ_ni,FOR,FR,I552,2017,LU,102198,A,F,NR,
occ_ni,FOR,FR,I552,2017,HU,53782,A,F,NR,
occ_ni,FOR,FR,I552,2017,MT,8131,A,F,NR,
occ_ni,FOR,FR,I552,2017,NL,1465631,A,F,NR,
occ_ni,FOR,FR,I552,2017,AT,82649,A,F,NR,
occ_ni,FOR,FR,I552,2017,PL,220873,A,F,NR,
occ_ni,FOR,FR,I552,2017,PT,263909,A,F,NR,
occ_ni,FOR,FR,I552,2017,RO,138351,A,F,NR,
occ_ni,FOR,FR,I552,2017,SI,41427,A,F,NR,
occ_ni,FOR,FR,I552,2017,SK,38093,A,F,NR,
occ_ni,FOR,FR,I552,2017,FI,50185,A,F,NR,
occ_ni,FOR,FR,I552,2017,SE,260436,A,F,NR,
occ_ni,FOR,FR,I552,2017,UK,2318585,A,F,NR,
occ_ni,FOR,FR,I552,2017,EFTA,1145123,A,F,NR,
occ_ni,FOR,FR,I552,2017,IS,4228,A,F,NR,
occ_ni,FOR,FR,I552,2017,CH_LI,1077994,A,F,NR,
occ_ni,FOR,FR,I552,2017,NO,62901,A,F,NR,
occ_ni,FOR,FR,I552,2017,TR,81349,A,F,NR,
occ_ni,FOR,FR,I552,2017,RU,371988,A,F,NR,
occ_ni,FOR,FR,I552,2017,UA,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,EUR_OTH,268908,A,F,NR,
occ_ni,FOR,FR,I552,2017,AFR,666846,A,F,NR,
occ_ni,FOR,FR,I552,2017,ZA,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,AFR_OTH,666846,A,F,NR,
occ_ni,FOR,FR,I552,2017,AME,980096,A,F,NR,
occ_ni,FOR,FR,I552,2017,AME_N,649303,A,F,NR,
occ_ni,FOR,FR,I552,2017,CA,119576,A,F,NR,
occ_ni,FOR,FR,I552,2017,US,529727,A,F,NR,
occ_ni,FOR,FR,I552,2017,AME_N_OTH,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,AME_C_S,330793,A,F,NR,
occ_ni,FOR,FR,I552,2017,BR,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,AME_C_S_OTH,330793,A,F,NR,
occ_ni,FOR,FR,I552,2017,ASI,2060428,A,F,NR,
occ_ni,FOR,FR,I552,2017,CN,599108,A,F,NR,
occ_ni,FOR,FR,I552,2017,JP,88246,A,F,NR,
occ_ni,FOR,FR,I552,2017,KR,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,ASI_OTH,1373075,A,F,NR,
occ_ni,FOR,FR,I552,2017,OCE,91652,A,F,NR,
occ_ni,FOR,FR,I552,2017,AU,91652,A,F,NR,
occ_ni,FOR,FR,I552,2017,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I552,2017,WRL_NAL,73656,A,F,NR,
occ_ni,FOR,FR,I552,2017,WORLD,18304878,A,F,NR,
occ_ni,FOR,FR,I553,2017,EUR,38639309,A,F,NR,
occ_ni,FOR,FR,I553,2017,EU28,36780631,A,F,NR,
occ_ni,FOR,FR,I553,2017,BE,4896985,A,F,NR,
occ_ni,FOR,FR,I553,2017,BG,8469,A,F,NR,
occ_ni,FOR,FR,I553,2017,CZ,71830,A,F,NR,
occ_ni,FOR,FR,I553,2017,DK,398301,A,F,NR,
occ_ni,FOR,FR,I553,2017,DE,8522228,A,F,NR,
occ_ni,FOR,FR,I553,2017,EE,2762,A,F,NR,
occ_ni,FOR,FR,I553,2017,IE,454435,A,F,NR,
occ_ni,FOR,FR,I553,2017,EL,4042,A,F,NR,
occ_ni,FOR,FR,I553,2017,ES,1516723,A,F,NR,
occ_ni,FOR,FR,I553,2017,FR,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,HR,3072,A,F,NR,
occ_ni,FOR,FR,I553,2017,IT,958054,A,F,NR,
occ_ni,FOR,FR,I553,2017,CY,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,LV,1396,A,F,NR,
occ_ni,FOR,FR,I553,2017,LT,5905,A,F,NR,
occ_ni,FOR,FR,I553,2017,LU,88874,A,F,NR,
occ_ni,FOR,FR,I553,2017,HU,12282,A,F,NR,
occ_ni,FOR,FR,I553,2017,MT,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,NL,13215902,A,F,NR,
occ_ni,FOR,FR,I553,2017,AT,177633,A,F,NR,
occ_ni,FOR,FR,I553,2017,PL,97223,A,F,NR,
occ_ni,FOR,FR,I553,2017,PT,74817,A,F,NR,
occ_ni,FOR,FR,I553,2017,RO,30014,A,F,NR,
occ_ni,FOR,FR,I553,2017,SI,16271,A,F,NR,
occ_ni,FOR,FR,I553,2017,SK,8989,A,F,NR,
occ_ni,FOR,FR,I553,2017,FI,14875,A,F,NR,
occ_ni,FOR,FR,I553,2017,SE,57388,A,F,NR,
occ_ni,FOR,FR,I553,2017,UK,6142161,A,F,NR,
occ_ni,FOR,FR,I553,2017,EFTA,1709453,A,F,NR,
occ_ni,FOR,FR,I553,2017,IS,1504,A,F,NR,
occ_ni,FOR,FR,I553,2017,CH_LI,1683090,A,F,NR,
occ_ni,FOR,FR,I553,2017,NO,24859,A,F,NR,
occ_ni,FOR,FR,I553,2017,TR,1702,A,F,NR,
occ_ni,FOR,FR,I553,2017,RU,30136,A,F,NR,
occ_ni,FOR,FR,I553,2017,UA,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,EUR_OTH,117388,A,F,NR,
occ_ni,FOR,FR,I553,2017,AFR,16034,A,F,NR,
occ_ni,FOR,FR,I553,2017,ZA,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,AFR_OTH,16034,A,F,NR,
occ_ni,FOR,FR,I553,2017,AME,60508,A,F,NR,
occ_ni,FOR,FR,I553,2017,AME_N,49093,A,F,NR,
occ_ni,FOR,FR,I553,2017,CA,18683,A,F,NR,
occ_ni,FOR,FR,I553,2017,US,30410,A,F,NR,
occ_ni,FOR,FR,I553,2017,AME_N_OTH,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,AME_C_S,11415,A,F,NR,
occ_ni,FOR,FR,I553,2017,BR,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,AME_C_S_OTH,11415,A,F,NR,
occ_ni,FOR,FR,I553,2017,ASI,53119,A,F,NR,
occ_ni,FOR,FR,I553,2017,CN,2389,A,F,NR,
occ_ni,FOR,FR,I553,2017,JP,1336,A,F,NR,
occ_ni,FOR,FR,I553,2017,KR,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,ASI_OTH,49395,A,F,NR,
occ_ni,FOR,FR,I553,2017,OCE,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,AU,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,OCE_OTH,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,WRL_NAL,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,WORLD,38768970,A,F,NR,
occ_arr,FOR,FR,I551,2017,EUR,24637614,A,F,NR,
occ_arr,FOR,FR,I551,2017,EU28,21280535,A,F,NR,
occ_arr,FOR,FR,I551,2017,BE,3172801,A,F,NR,
occ_arr,FOR,FR,I551,2017,BG,49148,A,F,NR,
occ_arr,FOR,FR,I551,2017,CZ,144123,A,F,NR,
occ_arr,FOR,FR,I551,2017,DK,248645,A,F,NR,
occ_arr,FOR,FR,I551,2017,DE,3481882,A,F,NR,
occ_arr,FOR,FR,I551,2017,EE,24272,A,F,NR,
occ_arr,FOR,FR,I551,2017,IE,259183,A,F,NR,
occ_arr,FOR,FR,I551,2017,EL,98602,A,F,NR,
occ_arr,FOR,FR,I551,2017,ES,2411478,A,F,NR,
occ_arr,FOR,FR,I551,2017,FR,0,A,F,NR,
occ_arr,FOR,FR,I551,2017,HR,37083,A,F,NR,
occ_arr,FOR,FR,I551,2017,IT,2135281,A,F,NR,
occ_arr,FOR,FR,I551,2017,CY,13266,A,F,NR,
occ_arr,FOR,FR,I551,2017,LV,25394,A,F,NR,
occ_arr,FOR,FR,I551,2017,LT,52237,A,F,NR,
occ_arr,FOR,FR,I551,2017,LU,224313,A,F,NR,
occ_arr,FOR,FR,I551,2017,HU,85231,A,F,NR,
occ_arr,FOR,FR,I551,2017,MT,23586,A,F,NR,
occ_arr,FOR,FR,I551,2017,NL,1896724,A,F,NR,
occ_arr,FOR,FR,I551,2017,AT,223547,A,F,NR,
occ_arr,FOR,FR,I551,2017,PL,365708,A,F,NR,
occ_arr,FOR,FR,I551,2017,PT,402172,A,F,NR,
occ_arr,FOR,FR,I551,2017,RO,214427,A,F,NR,
occ_arr,FOR,FR,I551,2017,SI,30656,A,F,NR,
occ_arr,FOR,FR,I551,2017,SK,52955,A,F,NR,
occ_arr,FOR,FR,I551,2017,FI,126467,A,F,NR,
occ_arr,FOR,FR,I551,2017,SE,311368,A,F,NR,
occ_arr,FOR,FR,I551,2017,UK,5169985,A,F,NR,
occ_arr,FOR,FR,I551,2017,EFTA,1967413,A,F,NR,
occ_arr,FOR,FR,I551,2017,IS,26844,A,F,NR,
occ_arr,FOR,FR,I551,2017,CH_LI,1765320,A,F,NR,
occ_arr,FOR,FR,I551,2017,NO,175249,A,F,NR,
occ_arr,FOR,FR,I551,2017,TR,250460,A,F,NR,
occ_arr,FOR,FR,I551,2017,RU,561695,A,F,NR,
occ_arr,FOR,FR,I551,2017,UA,0,A,F,NR,
occ_arr,FOR,FR,I551,2017,EUR_OTH,577511,A,F,NR,
occ_arr,FOR,FR,I551,2017,AFR,749974,A,F,NR,
occ_arr,FOR,FR,I551,2017,ZA,60191,A,F,NR,
occ_arr,FOR,FR,I551,2017,AFR_OTH,689782,A,F,NR,
occ_arr,FOR,FR,I551,2017,AME,5536139,A,F,NR,
occ_arr,FOR,FR,I551,2017,AME_N,4317873,A,F,NR,
occ_arr,FOR,FR,I551,2017,CA,455315,A,F,NR,
occ_arr,FOR,FR,I551,2017,US,3861427,A,F,NR,
occ_arr,FOR,FR,I551,2017,AME_N_OTH,1131,A,F,NR,
occ_arr,FOR,FR,I551,2017,AME_C_S,1218266,A,F,NR,
occ_arr,FOR,FR,I551,2017,BR,491254,A,F,NR,
occ_arr,FOR,FR,I551,2017,AME_C_S_OTH,727012,A,F,NR,
occ_arr,FOR,FR,I551,2017,ASI,5225620,A,F,NR,
occ_arr,FOR,FR,I551,2017,CN,1827154,A,F,NR,
occ_arr,FOR,FR,I551,2017,JP,605390,A,F,NR,
occ_arr,FOR,FR,I551,2017,KR,305524,A,F,NR,
occ_arr,FOR,FR,I551,2017,ASI_OTH,2487551,A,F,NR,
occ_arr,FOR,FR,I551,2017,OCE,398262,A,F,NR,
occ_arr,FOR,FR,I551,2017,AU,398262,A,F,NR,
occ_arr,FOR,FR,I551,2017,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I551,2017,WRL_NAL,11244,A,F,NR,
occ_arr,FOR,FR,I551,2017,WORLD,36551851,A,F,NR,
occ_arr,FOR,FR,I552,2017,EUR,3367405,A,F,NR,
occ_arr,FOR,FR,I552,2017,EU28,2911015,A,F,NR,
occ_arr,FOR,FR,I552,2017,BE,593341,A,F,NR,
occ_arr,FOR,FR,I552,2017,BG,5798,A,F,NR,
occ_arr,FOR,FR,I552,2017,CZ,20426,A,F,NR,
occ_arr,FOR,FR,I552,2017,DK,40790,A,F,NR,
occ_arr,FOR,FR,I552,2017,DE,494391,A,F,NR,
occ_arr,FOR,FR,I552,2017,EE,1916,A,F,NR,
occ_arr,FOR,FR,I552,2017,IE,32845,A,F,NR,
occ_arr,FOR,FR,I552,2017,EL,7457,A,F,NR,
occ_arr,FOR,FR,I552,2017,ES,340967,A,F,NR,
occ_arr,FOR,FR,I552,2017,FR,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,HR,5027,A,F,NR,
occ_arr,FOR,FR,I552,2017,IT,246492,A,F,NR,
occ_arr,FOR,FR,I552,2017,CY,828,A,F,NR,
occ_arr,FOR,FR,I552,2017,LV,2191,A,F,NR,
occ_arr,FOR,FR,I552,2017,LT,5347,A,F,NR,
occ_arr,FOR,FR,I552,2017,LU,26396,A,F,NR,
occ_arr,FOR,FR,I552,2017,HU,12502,A,F,NR,
occ_arr,FOR,FR,I552,2017,MT,1909,A,F,NR,
occ_arr,FOR,FR,I552,2017,NL,324055,A,F,NR,
occ_arr,FOR,FR,I552,2017,AT,20362,A,F,NR,
occ_arr,FOR,FR,I552,2017,PL,50100,A,F,NR,
occ_arr,FOR,FR,I552,2017,PT,53086,A,F,NR,
occ_arr,FOR,FR,I552,2017,RO,31793,A,F,NR,
occ_arr,FOR,FR,I552,2017,SI,7789,A,F,NR,
occ_arr,FOR,FR,I552,2017,SK,8189,A,F,NR,
occ_arr,FOR,FR,I552,2017,FI,11770,A,F,NR,
occ_arr,FOR,FR,I552,2017,SE,53165,A,F,NR,
occ_arr,FOR,FR,I552,2017,UK,512082,A,F,NR,
occ_arr,FOR,FR,I552,2017,EFTA,282988,A,F,NR,
occ_arr,FOR,FR,I552,2017,IS,1139,A,F,NR,
occ_arr,FOR,FR,I552,2017,CH_LI,266680,A,F,NR,
occ_arr,FOR,FR,I552,2017,NO,15169,A,F,NR,
occ_arr,FOR,FR,I552,2017,TR,19540,A,F,NR,
occ_arr,FOR,FR,I552,2017,RU,81882,A,F,NR,
occ_arr,FOR,FR,I552,2017,UA,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,EUR_OTH,71980,A,F,NR,
occ_arr,FOR,FR,I552,2017,AFR,153712,A,F,NR,
occ_arr,FOR,FR,I552,2017,ZA,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,AFR_OTH,153712,A,F,NR,
occ_arr,FOR,FR,I552,2017,AME,252056,A,F,NR,
occ_arr,FOR,FR,I552,2017,AME_N,172471,A,F,NR,
occ_arr,FOR,FR,I552,2017,CA,32065,A,F,NR,
occ_arr,FOR,FR,I552,2017,US,140406,A,F,NR,
occ_arr,FOR,FR,I552,2017,AME_N_OTH,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,AME_C_S,79585,A,F,NR,
occ_arr,FOR,FR,I552,2017,BR,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,AME_C_S_OTH,79585,A,F,NR,
occ_arr,FOR,FR,I552,2017,ASI,580032,A,F,NR,
occ_arr,FOR,FR,I552,2017,CN,213646,A,F,NR,
occ_arr,FOR,FR,I552,2017,JP,27434,A,F,NR,
occ_arr,FOR,FR,I552,2017,KR,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,ASI_OTH,338952,A,F,NR,
occ_arr,FOR,FR,I552,2017,OCE,25107,A,F,NR,
occ_arr,FOR,FR,I552,2017,AU,25107,A,F,NR,
occ_arr,FOR,FR,I552,2017,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I552,2017,WRL_NAL,17119,A,F,NR,
occ_arr,FOR,FR,I552,2017,WORLD,4395431,A,F,NR,
occ_arr,FOR,FR,I553,2017,EUR,7919476,A,F,NR,
occ_arr,FOR,FR,I553,2017,EU28,7487016,A,F,NR,
occ_arr,FOR,FR,I553,2017,BE,863613,A,F,NR,
occ_arr,FOR,FR,I553,2017,BG,1374,A,F,NR,
occ_arr,FOR,FR,I553,2017,CZ,22394,A,F,NR,
occ_arr,FOR,FR,I553,2017,DK,82261,A,F,NR,
occ_arr,FOR,FR,I553,2017,DE,1868548,A,F,NR,
occ_arr,FOR,FR,I553,2017,EE,690,A,F,NR,
occ_arr,FOR,FR,I553,2017,IE,81806,A,F,NR,
occ_arr,FOR,FR,I553,2017,EL,1004,A,F,NR,
occ_arr,FOR,FR,I553,2017,ES,377167,A,F,NR,
occ_arr,FOR,FR,I553,2017,FR,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,HR,605,A,F,NR,
occ_arr,FOR,FR,I553,2017,IT,242962,A,F,NR,
occ_arr,FOR,FR,I553,2017,CY,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,LV,568,A,F,NR,
occ_arr,FOR,FR,I553,2017,LT,1758,A,F,NR,
occ_arr,FOR,FR,I553,2017,LU,17413,A,F,NR,
occ_arr,FOR,FR,I553,2017,HU,2942,A,F,NR,
occ_arr,FOR,FR,I553,2017,MT,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,NL,2450392,A,F,NR,
occ_arr,FOR,FR,I553,2017,AT,50127,A,F,NR,
occ_arr,FOR,FR,I553,2017,PL,21159,A,F,NR,
occ_arr,FOR,FR,I553,2017,PT,14894,A,F,NR,
occ_arr,FOR,FR,I553,2017,RO,6655,A,F,NR,
occ_arr,FOR,FR,I553,2017,SI,5133,A,F,NR,
occ_arr,FOR,FR,I553,2017,SK,2524,A,F,NR,
occ_arr,FOR,FR,I553,2017,FI,4908,A,F,NR,
occ_arr,FOR,FR,I553,2017,SE,19419,A,F,NR,
occ_arr,FOR,FR,I553,2017,UK,1346701,A,F,NR,
occ_arr,FOR,FR,I553,2017,EFTA,390301,A,F,NR,
occ_arr,FOR,FR,I553,2017,IS,428,A,F,NR,
occ_arr,FOR,FR,I553,2017,CH_LI,382639,A,F,NR,
occ_arr,FOR,FR,I553,2017,NO,7233,A,F,NR,
occ_arr,FOR,FR,I553,2017,TR,592,A,F,NR,
occ_arr,FOR,FR,I553,2017,RU,8040,A,F,NR,
occ_arr,FOR,FR,I553,2017,UA,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,EUR_OTH,33527,A,F,NR,
occ_arr,FOR,FR,I553,2017,AFR,3552,A,F,NR,
occ_arr,FOR,FR,I553,2017,ZA,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,AFR_OTH,3552,A,F,NR,
occ_arr,FOR,FR,I553,2017,AME,22758,A,F,NR,
occ_arr,FOR,FR,I553,2017,AME_N,18663,A,F,NR,
occ_arr,FOR,FR,I553,2017,CA,6905,A,F,NR,
occ_arr,FOR,FR,I553,2017,US,11757,A,F,NR,
occ_arr,FOR,FR,I553,2017,AME_N_OTH,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,AME_C_S,4095,A,F,NR,
occ_arr,FOR,FR,I553,2017,BR,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,AME_C_S_OTH,4095,A,F,NR,
occ_arr,FOR,FR,I553,2017,ASI,19305,A,F,NR,
occ_arr,FOR,FR,I553,2017,CN,911,A,F,NR,
occ_arr,FOR,FR,I553,2017,JP,586,A,F,NR,
occ_arr,FOR,FR,I553,2017,KR,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,ASI_OTH,17809,A,F,NR,
occ_arr,FOR,FR,I553,2017,OCE,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,AU,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,OCE_OTH,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,WRL_NAL,0,A,F,NR,
occ_arr,FOR,FR,I553,2017,WORLD,7965092,A,F,NR,
